x,CL = 0.700,Ideal,CL = 0.500,CL = 0.300,CL = 0.150
0.063,2.40559,2.6823,2.28235,2.09249,1.91728
0.0631,2.40386,2.68075,2.28049,2.09054,1.91568
0.0632,2.40213,2.67918,2.27865,2.0886,1.91407
0.0633,2.40041,2.6776,2.2768,2.08669,1.91245
0.0634,2.39869,2.676,2.27496,2.0848,1.91081
0.0635,2.39698,2.6744,2.27312,2.08294,1.90914
0.0636,2.39526,2.67278,2.27127,2.08109,1.90745
0.0637,2.39356,2.67115,2.26943,2.07927,1.90572
0.0638,2.39185,2.66951,2.26758,2.07747,1.90396
0.0639,2.39015,2.66787,2.26573,2.07569,1.90218
0.064,2.38845,2.66621,2.26387,2.07392,1.90037
0.0641,2.38675,2.66456,2.26201,2.07217,1.89858
0.0642,2.38505,2.6629,2.26013,2.07043,1.89682
0.0643,2.38336,2.66123,2.25825,2.0687,1.89512
0.0644,2.38167,2.65957,2.25636,2.06698,1.89349
0.0645,2.37998,2.6579,2.25446,2.06527,1.89193
0.0646,2.3783,2.65623,2.25255,2.06357,1.89042
0.0647,2.37661,2.65456,2.25062,2.06187,1.88896
0.0648,2.37493,2.65289,2.24867,2.06018,1.88751
0.0649,2.37325,2.65122,2.24671,2.05849,1.88609
0.065,2.37157,2.64955,2.24474,2.05681,1.88468
0.0651,2.36989,2.64787,2.24276,2.05512,1.88328
0.0652,2.36822,2.6462,2.24076,2.05344,1.88188
0.0653,2.36654,2.64453,2.23874,2.05176,1.88048
0.0654,2.36487,2.64287,2.23672,2.05008,1.87908
0.0655,2.3632,2.6412,2.23468,2.04839,1.87768
0.0656,2.36152,2.63954,2.23264,2.04671,1.87626
0.0657,2.35985,2.63787,2.23058,2.04503,1.87483
0.0658,2.35818,2.63621,2.22851,2.04334,1.87337
0.0659,2.35651,2.63455,2.22643,2.04166,1.87188
0.066,2.35485,2.6329,2.22434,2.03997,1.87036
0.0661,2.35318,2.63125,2.22224,2.03828,1.86879
0.0662,2.35151,2.6296,2.22014,2.03658,1.86718
0.0663,2.34984,2.62795,2.21802,2.03488,1.86551
0.0664,2.34817,2.62631,2.2159,2.03318,1.8638
0.0665,2.34651,2.62467,2.21377,2.03147,1.86203
0.0666,2.34484,2.62303,2.21164,2.02976,1.86022
0.0667,2.34317,2.6214,2.2095,2.02805,1.85836
0.0668,2.3415,2.61977,2.20735,2.02632,1.85648
0.0669,2.33983,2.61815,2.2052,2.0246,1.85458
0.067,2.33816,2.61653,2.20305,2.02286,1.85268
0.0671,2.3365,2.61492,2.20089,2.02112,1.85078
0.0672,2.33483,2.61331,2.19874,2.01937,1.84889
0.0673,2.33315,2.6117,2.19658,2.01761,1.84703
0.0674,2.33148,2.61011,2.19442,2.01584,1.84519
0.0675,2.32981,2.60851,2.19226,2.01407,1.84338
0.0676,2.32814,2.60692,2.1901,2.01229,1.84161
0.0677,2.32646,2.60534,2.18795,2.0105,1.83988
0.0678,2.32479,2.60376,2.1858,2.0087,1.8382
0.0679,2.32311,2.60219,2.18365,2.0069,1.83655
0.068,2.32143,2.60063,2.18151,2.00509,1.83495
0.0681,2.31975,2.59907,2.17938,2.00328,1.83338
0.0682,2.31807,2.59752,2.17726,2.00146,1.83185
0.0683,2.31639,2.59597,2.17515,1.99964,1.83035
0.0684,2.31471,2.59444,2.17305,1.99781,1.82888
0.0685,2.31302,2.59291,2.17097,1.99599,1.82742
0.0686,2.31133,2.59138,2.1689,1.99416,1.82599
0.0687,2.30965,2.58987,2.16684,1.99232,1.82457
0.0688,2.30796,2.58836,2.1648,1.99049,1.82317
0.0689,2.30626,2.58686,2.16278,1.98866,1.82178
0.069,2.30457,2.58537,2.16077,1.98683,1.8204
0.0691,2.30287,2.58388,2.15878,1.98501,1.81903
0.0692,2.30118,2.5824,2.15682,1.98318,1.81767
0.0693,2.29948,2.58093,2.15486,1.98137,1.81632
0.0694,2.29778,2.57947,2.15293,1.97955,1.81497
0.0695,2.29608,2.57802,2.15101,1.97775,1.81362
0.0696,2.29437,2.57657,2.14912,1.97596,1.81228
0.0697,2.29267,2.57513,2.14723,1.97418,1.81093
0.0698,2.29096,2.5737,2.14537,1.97241,1.80959
0.0699,2.28925,2.57228,2.14352,1.97066,1.80825
0.07,2.28754,2.57086,2.14168,1.96893,1.80691
0.0701,2.28583,2.56945,2.13986,1.96722,1.80557
0.0702,2.28412,2.56805,2.13805,1.96552,1.80423
0.0703,2.28241,2.56666,2.13624,1.96385,1.80289
0.0704,2.2807,2.56527,2.13445,1.96219,1.80154
0.0705,2.27898,2.5639,2.13266,1.96055,1.80019
0.0706,2.27727,2.56253,2.13087,1.95893,1.79884
0.0707,2.27555,2.56117,2.12909,1.95732,1.79748
0.0708,2.27383,2.55981,2.12732,1.95572,1.79612
0.0709,2.27211,2.55847,2.12554,1.95414,1.79475
0.071,2.2704,2.55713,2.12377,1.95257,1.79338
0.0711,2.26868,2.5558,2.122,1.951,1.79201
0.0712,2.26695,2.55447,2.12023,1.94945,1.79063
0.0713,2.26523,2.55316,2.11846,1.94789,1.78924
0.0714,2.26351,2.55185,2.11669,1.94635,1.78784
0.0715,2.26179,2.55055,2.11492,1.9448,1.78644
0.0716,2.26006,2.54926,2.11314,1.94326,1.78503
0.0717,2.25834,2.54798,2.11136,1.94172,1.78362
0.0718,2.25661,2.5467,2.10958,1.94017,1.78219
0.0719,2.25489,2.54544,2.10779,1.93863,1.78077
0.072,2.25316,2.54418,2.10599,1.93709,1.77933
0.0721,2.25143,2.54292,2.10419,1.93555,1.77789
0.0722,2.24971,2.54168,2.10238,1.934,1.77645
0.0723,2.24798,2.54044,2.10055,1.93246,1.77501
0.0724,2.24625,2.53922,2.09872,1.93091,1.77356
0.0725,2.24452,2.53799,2.09687,1.92936,1.7721
0.0726,2.24279,2.53678,2.095,1.92781,1.77065
0.0727,2.24106,2.53558,2.09312,1.92626,1.76919
0.0728,2.23933,2.53438,2.09122,1.9247,1.76774
0.0729,2.2376,2.53319,2.08932,1.92315,1.76628
0.073,2.23587,2.53201,2.0874,1.92159,1.76482
0.0731,2.23414,2.53084,2.08548,1.92004,1.76337
0.0732,2.23241,2.52967,2.08357,1.91848,1.76191
0.0733,2.23068,2.52851,2.08166,1.91692,1.76046
0.0734,2.22894,2.52736,2.07975,1.91536,1.75901
0.0735,2.22721,2.52622,2.07787,1.91379,1.75757
0.0736,2.22548,2.52509,2.076,1.91223,1.75613
0.0737,2.22375,2.52396,2.07415,1.91066,1.7547
0.0738,2.22202,2.52284,2.07232,1.90909,1.75327
0.0739,2.22028,2.52173,2.07053,1.90752,1.75185
0.074,2.21855,2.52063,2.06876,1.90594,1.75044
0.0741,2.21682,2.51954,2.06702,1.90437,1.74903
0.0742,2.21509,2.51845,2.06531,1.90279,1.74764
0.0743,2.21336,2.51737,2.06363,1.90121,1.74625
0.0744,2.21163,2.5163,2.06198,1.89963,1.74486
0.0745,2.2099,2.51524,2.06036,1.89805,1.74349
0.0746,2.20817,2.51418,2.05877,1.89646,1.74212
0.0747,2.20644,2.51313,2.05721,1.89487,1.74076
0.0748,2.20471,2.51209,2.05567,1.89328,1.7394
0.0749,2.20298,2.51105,2.05416,1.89169,1.73805
0.075,2.20125,2.51002,2.05268,1.89009,1.7367
0.0751,2.19952,2.509,2.05122,1.8885,1.73536
0.0752,2.1978,2.50798,2.04978,1.88689,1.73402
0.0753,2.19607,2.50697,2.04837,1.88529,1.73269
0.0754,2.19435,2.50596,2.04697,1.88368,1.73135
0.0755,2.19262,2.50496,2.04558,1.88207,1.73002
0.0756,2.1909,2.50396,2.04421,1.88046,1.72869
0.0757,2.18918,2.50296,2.04285,1.87884,1.72737
0.0758,2.18746,2.50197,2.0415,1.87722,1.72604
0.0759,2.18574,2.50099,2.04016,1.87559,1.72471
0.076,2.18403,2.5,2.03883,1.87397,1.72338
0.0761,2.18231,2.49903,2.0375,1.87233,1.72206
0.0762,2.1806,2.49805,2.03617,1.8707,1.72073
0.0763,2.17888,2.49708,2.03485,1.86906,1.71941
0.0764,2.17717,2.49611,2.03354,1.86742,1.71809
0.0765,2.17547,2.49514,2.03222,1.86578,1.71677
0.0766,2.17376,2.49417,2.03091,1.86414,1.71545
0.0767,2.17206,2.49321,2.02959,1.86249,1.71413
0.0768,2.17035,2.49225,2.02828,1.86085,1.71282
0.0769,2.16865,2.49129,2.02696,1.8592,1.71151
0.077,2.16695,2.49033,2.02565,1.85755,1.7102
0.0771,2.16526,2.48937,2.02433,1.85591,1.70889
0.0772,2.16356,2.48841,2.023,1.85426,1.70759
0.0773,2.16187,2.48745,2.02167,1.85262,1.70629
0.0774,2.16018,2.4865,2.02034,1.85098,1.70499
0.0775,2.1585,2.48554,2.019,1.84934,1.7037
0.0776,2.15681,2.48458,2.01766,1.8477,1.70241
0.0777,2.15513,2.48362,2.0163,1.84607,1.70113
0.0778,2.15345,2.48266,2.01494,1.84444,1.69985
0.0779,2.15177,2.4817,2.01356,1.84282,1.69857
0.078,2.15009,2.48074,2.01218,1.8412,1.6973
0.0781,2.14842,2.47978,2.01078,1.83959,1.69604
0.0782,2.14675,2.47882,2.00937,1.83798,1.69478
0.0783,2.14508,2.47785,2.00794,1.83638,1.69352
0.0784,2.14341,2.47688,2.00649,1.83479,1.69228
0.0785,2.14174,2.47591,2.00502,1.83321,1.69103
0.0786,2.14008,2.47494,2.00352,1.83164,1.68979
0.0787,2.13841,2.47396,2.002,1.83008,1.68856
0.0788,2.13675,2.47298,2.00045,1.82854,1.68734
0.0789,2.13509,2.472,1.99887,1.82701,1.68612
0.079,2.13344,2.47101,1.99724,1.82549,1.6849
0.0791,2.13178,2.47002,1.99556,1.82399,1.6837
0.0792,2.13012,2.46902,1.99384,1.8225,1.6825
0.0793,2.12847,2.46803,1.99207,1.82104,1.68131
0.0794,2.12682,2.46702,1.99025,1.81959,1.68012
0.0795,2.12517,2.46601,1.98838,1.81815,1.67895
0.0796,2.12352,2.465,1.98646,1.81673,1.67778
0.0797,2.12187,2.46398,1.98449,1.81533,1.67662
0.0798,2.12022,2.46296,1.98249,1.81394,1.67547
0.0799,2.11858,2.46193,1.98045,1.81256,1.67433
0.08,2.11693,2.46089,1.97838,1.81119,1.67319
0.0801,2.11529,2.45985,1.9763,1.80983,1.67205
0.0802,2.11365,2.4588,1.97421,1.80848,1.67091
0.0803,2.11201,2.45775,1.97212,1.80713,1.66976
0.0804,2.11036,2.45669,1.97004,1.80579,1.6686
0.0805,2.10872,2.45562,1.96798,1.80446,1.66743
0.0806,2.10709,2.45455,1.96595,1.80312,1.66624
0.0807,2.10545,2.45347,1.96394,1.80179,1.66504
0.0808,2.10381,2.45238,1.96197,1.80046,1.66382
0.0809,2.10218,2.4513,1.96004,1.79912,1.66257
0.081,2.10054,2.4502,1.95815,1.79778,1.66131
0.0811,2.09891,2.4491,1.9563,1.79643,1.66003
0.0812,2.09728,2.448,1.95449,1.79508,1.65873
0.0813,2.09565,2.44689,1.95271,1.79371,1.6574
0.0814,2.09402,2.44578,1.95097,1.79234,1.65606
0.0815,2.09239,2.44466,1.94927,1.79095,1.65471
0.0816,2.09076,2.44354,1.94761,1.78955,1.65336
0.0817,2.08913,2.44241,1.94597,1.78813,1.652
0.0818,2.08751,2.44128,1.94437,1.7867,1.65064
0.0819,2.08588,2.44015,1.94279,1.78525,1.64929
0.082,2.08426,2.43902,1.94124,1.78379,1.64794
0.0821,2.08264,2.43788,1.93971,1.78232,1.6466
0.0822,2.08102,2.43674,1.93819,1.78083,1.64526
0.0823,2.0794,2.43559,1.9367,1.77934,1.64395
0.0824,2.07778,2.43445,1.93521,1.77784,1.64264
0.0825,2.07616,2.4333,1.93375,1.77634,1.64135
0.0826,2.07455,2.43215,1.93229,1.77483,1.64007
0.0827,2.07293,2.431,1.93085,1.77331,1.63881
0.0828,2.07132,2.42984,1.92941,1.77179,1.63756
0.0829,2.06971,2.42868,1.92799,1.77027,1.63634
0.083,2.0681,2.42753,1.92657,1.76875,1.63513
0.0831,2.06649,2.42637,1.92516,1.76723,1.63394
0.0832,2.06489,2.42521,1.92376,1.76571,1.63277
0.0833,2.06328,2.42405,1.92236,1.76419,1.63162
0.0834,2.06168,2.42289,1.92097,1.76268,1.63048
0.0835,2.06007,2.42172,1.91959,1.76116,1.62937
0.0836,2.05847,2.42056,1.91821,1.75966,1.62828
0.0837,2.05687,2.4194,1.91684,1.75816,1.62721
0.0838,2.05528,2.41824,1.91547,1.75666,1.62616
0.0839,2.05368,2.41707,1.9141,1.75517,1.62513
0.084,2.05208,2.41591,1.91274,1.75369,1.62411
0.0841,2.05049,2.41475,1.91138,1.75221,1.62311
0.0842,2.0489,2.41359,1.91002,1.75075,1.62212
0.0843,2.04731,2.41243,1.90866,1.74929,1.62114
0.0844,2.04572,2.41127,1.90731,1.74785,1.62018
0.0845,2.04414,2.41011,1.90595,1.74642,1.61922
0.0846,2.04255,2.40895,1.9046,1.74499,1.61827
0.0847,2.04097,2.4078,1.90325,1.74358,1.61733
0.0848,2.03939,2.40664,1.9019,1.74218,1.6164
0.0849,2.03781,2.40549,1.90055,1.74079,1.61547
0.085,2.03624,2.40434,1.89919,1.73941,1.61454
0.0851,2.03466,2.4032,1.89784,1.73804,1.61362
0.0852,2.03309,2.40205,1.89648,1.73667,1.6127
0.0853,2.03152,2.40091,1.89513,1.73532,1.61178
0.0854,2.02995,2.39977,1.89377,1.73397,1.61086
0.0855,2.02838,2.39863,1.8924,1.73263,1.60994
0.0856,2.02682,2.3975,1.89103,1.7313,1.60903
0.0857,2.02526,2.39637,1.88966,1.72998,1.6081
0.0858,2.0237,2.39524,1.88829,1.72866,1.60718
0.0859,2.02214,2.39411,1.8869,1.72735,1.60625
0.086,2.02059,2.39299,1.88551,1.72605,1.60532
0.0861,2.01904,2.39187,1.88412,1.72475,1.60439
0.0862,2.01749,2.39076,1.88271,1.72346,1.60345
0.0863,2.01594,2.38965,1.88129,1.72217,1.6025
0.0864,2.0144,2.38855,1.87986,1.72089,1.60154
0.0865,2.01286,2.38744,1.87842,1.71961,1.60057
0.0866,2.01132,2.38635,1.87696,1.71834,1.5996
0.0867,2.00978,2.38525,1.87548,1.71707,1.59861
0.0868,2.00825,2.38416,1.87399,1.71581,1.59761
0.0869,2.00672,2.38307,1.87249,1.71455,1.5966
0.087,2.00519,2.38199,1.87096,1.71329,1.59557
0.0871,2.00367,2.38091,1.86942,1.71204,1.59452
0.0872,2.00215,2.37984,1.86787,1.71079,1.59346
0.0873,2.00064,2.37876,1.86629,1.70954,1.59238
0.0874,1.99912,2.37769,1.8647,1.70829,1.59129
0.0875,1.99761,2.37663,1.86309,1.70705,1.59018
0.0876,1.99611,2.37556,1.86146,1.70581,1.58906
0.0877,1.99461,2.37451,1.85982,1.70457,1.58793
0.0878,1.99311,2.37345,1.85817,1.70334,1.58678
0.0879,1.99162,2.3724,1.8565,1.7021,1.58563
0.088,1.99013,2.37135,1.85483,1.70087,1.58446
0.0881,1.98864,2.3703,1.85315,1.69963,1.58329
0.0882,1.98716,2.36926,1.85147,1.6984,1.58211
0.0883,1.98569,2.36821,1.84978,1.69718,1.58093
0.0884,1.98422,2.36718,1.84811,1.69595,1.57974
0.0885,1.98275,2.36614,1.84644,1.69472,1.57855
0.0886,1.9813,2.36511,1.84477,1.6935,1.57736
0.0887,1.97984,2.36408,1.84312,1.69227,1.57616
0.0888,1.97839,2.36305,1.84149,1.69105,1.57497
0.0889,1.97695,2.36203,1.83986,1.68983,1.57379
0.089,1.97551,2.36101,1.83826,1.68861,1.57261
0.0891,1.97408,2.35999,1.83667,1.6874,1.57143
0.0892,1.97265,2.35897,1.83509,1.68618,1.57027
0.0893,1.97123,2.35795,1.83354,1.68496,1.56912
0.0894,1.96981,2.35694,1.83199,1.68375,1.56797
0.0895,1.9684,2.35593,1.83047,1.68254,1.56685
0.0896,1.96699,2.35492,1.82895,1.68132,1.56573
0.0897,1.96559,2.35392,1.82745,1.68011,1.56464
0.0898,1.96419,2.35291,1.82596,1.6789,1.56356
0.0899,1.9628,2.35191,1.82448,1.67769,1.56251
0.09,1.96142,2.35091,1.823,1.67649,1.56147
0.0901,1.96004,2.34991,1.82154,1.67528,1.56046
0.0902,1.95866,2.34892,1.82008,1.67407,1.55946
0.0903,1.95729,2.34792,1.81863,1.67287,1.55848
0.0904,1.95593,2.34693,1.81719,1.67166,1.55752
0.0905,1.95457,2.34594,1.81575,1.67046,1.55657
0.0906,1.95321,2.34495,1.81432,1.66925,1.55564
0.0907,1.95186,2.34396,1.81289,1.66805,1.55472
0.0908,1.95052,2.34297,1.81147,1.66685,1.55381
0.0909,1.94918,2.34199,1.81006,1.66564,1.5529
0.091,1.94784,2.341,1.80865,1.66444,1.55201
0.0911,1.94651,2.34002,1.80724,1.66324,1.55112
0.0912,1.94518,2.33904,1.80584,1.66204,1.55024
0.0913,1.94385,2.33806,1.80444,1.66084,1.54936
0.0914,1.94253,2.33708,1.80304,1.65963,1.54848
0.0915,1.94122,2.33611,1.80165,1.65843,1.54761
0.0916,1.93991,2.33513,1.80026,1.65723,1.54673
0.0917,1.9386,2.33416,1.79888,1.65603,1.54586
0.0918,1.93729,2.33318,1.7975,1.65482,1.54498
0.0919,1.93599,2.33221,1.79612,1.65361,1.54411
0.092,1.93469,2.33124,1.79474,1.65241,1.54322
0.0921,1.93339,2.33027,1.79337,1.6512,1.54233
0.0922,1.93209,2.3293,1.792,1.64999,1.54144
0.0923,1.9308,2.32833,1.79063,1.64878,1.54054
0.0924,1.92951,2.32737,1.78927,1.64756,1.53963
0.0925,1.92822,2.3264,1.7879,1.64634,1.53871
0.0926,1.92693,2.32543,1.78654,1.64512,1.53778
0.0927,1.92564,2.32447,1.78518,1.6439,1.53685
0.0928,1.92436,2.3235,1.78383,1.64268,1.53589
0.0929,1.92307,2.32254,1.78247,1.64145,1.53493
0.093,1.92179,2.32158,1.78112,1.64021,1.53396
0.0931,1.9205,2.32062,1.77977,1.63898,1.53297
0.0932,1.91922,2.31965,1.77842,1.63774,1.53197
0.0933,1.91793,2.31869,1.77707,1.6365,1.53096
0.0934,1.91665,2.31773,1.77572,1.63525,1.52995
0.0935,1.91536,2.31677,1.77438,1.63399,1.52893
0.0936,1.91407,2.31581,1.77303,1.63274,1.5279
0.0937,1.91279,2.31486,1.77169,1.63147,1.52687
0.0938,1.91149,2.3139,1.77035,1.6302,1.52583
0.0939,1.9102,2.31294,1.76901,1.62893,1.52479
0.094,1.90891,2.31199,1.76767,1.62765,1.52374
0.0941,1.90761,2.31103,1.76634,1.62636,1.5227
0.0942,1.90631,2.31007,1.765,1.62506,1.52165
0.0943,1.90501,2.30912,1.76367,1.62376,1.5206
0.0944,1.90371,2.30817,1.76234,1.62244,1.51956
0.0945,1.9024,2.30721,1.76101,1.62112,1.51851
0.0946,1.90109,2.30626,1.75969,1.61978,1.51747
0.0947,1.89978,2.30531,1.75836,1.61844,1.51643
0.0948,1.89846,2.30436,1.75704,1.61708,1.51539
0.0949,1.89714,2.30341,1.75572,1.61572,1.51436
0.095,1.89582,2.30246,1.7544,1.61434,1.51333
0.0951,1.89449,2.30151,1.75309,1.61296,1.51231
0.0952,1.89316,2.30056,1.75178,1.61157,1.5113
0.0953,1.89182,2.29961,1.75047,1.61017,1.51029
0.0954,1.89049,2.29866,1.74916,1.60877,1.50929
0.0955,1.88915,2.29772,1.74786,1.60737,1.5083
0.0956,1.88781,2.29677,1.74655,1.60597,1.50732
0.0957,1.88646,2.29583,1.74525,1.60457,1.50635
0.0958,1.88512,2.29488,1.74396,1.60317,1.50539
0.0959,1.88377,2.29394,1.74266,1.60177,1.50444
0.096,1.88242,2.29299,1.74137,1.60038,1.5035
0.0961,1.88107,2.29205,1.74008,1.59901,1.50257
0.0962,1.87971,2.29111,1.7388,1.59764,1.50166
0.0963,1.87836,2.29017,1.73752,1.59628,1.50075
0.0964,1.877,2.28923,1.73624,1.59493,1.49986
0.0965,1.87564,2.28829,1.73496,1.5936,1.49898
0.0966,1.87428,2.28735,1.73369,1.59228,1.49811
0.0967,1.87292,2.28641,1.73242,1.59098,1.49724
0.0968,1.87156,2.28547,1.73115,1.5897,1.49639
0.0969,1.8702,2.28453,1.72988,1.58843,1.49554
0.097,1.86883,2.2836,1.72862,1.58718,1.49471
0.0971,1.86747,2.28266,1.72736,1.58595,1.49387
0.0972,1.8661,2.28173,1.72611,1.58474,1.49305
0.0973,1.86474,2.28079,1.72486,1.58354,1.49223
0.0974,1.86337,2.27986,1.72361,1.58237,1.49142
0.0975,1.862,2.27893,1.72236,1.58121,1.49061
0.0976,1.86064,2.27799,1.72112,1.58007,1.48981
0.0977,1.85927,2.27706,1.71988,1.57894,1.48901
0.0978,1.8579,2.27613,1.71864,1.57783,1.48821
0.0979,1.85653,2.2752,1.71741,1.57674,1.48742
0.098,1.85516,2.27427,1.71618,1.57567,1.48663
0.0981,1.8538,2.27335,1.71495,1.5746,1.48585
0.0982,1.85243,2.27242,1.71373,1.57355,1.48506
0.0983,1.85106,2.27149,1.71251,1.57252,1.48428
0.0984,1.84969,2.27057,1.71129,1.57149,1.4835
0.0985,1.84833,2.26964,1.71008,1.57048,1.48271
0.0986,1.84696,2.26872,1.70887,1.56947,1.48193
0.0987,1.84559,2.2678,1.70766,1.56848,1.48114
0.0988,1.84423,2.26687,1.70645,1.56749,1.48036
0.0989,1.84286,2.26595,1.70525,1.56651,1.47957
0.099,1.8415,2.26503,1.70405,1.56554,1.47877
0.0991,1.84013,2.26411,1.70285,1.56458,1.47797
0.0992,1.83877,2.26319,1.70166,1.56362,1.47717
0.0993,1.83741,2.26228,1.70046,1.56268,1.47635
0.0994,1.83605,2.26136,1.69927,1.56173,1.47553
0.0995,1.83469,2.26044,1.69808,1.5608,1.4747
0.0996,1.83333,2.25953,1.6969,1.55987,1.47385
0.0997,1.83197,2.25861,1.69571,1.55895,1.47299
0.0998,1.83062,2.2577,1.69453,1.55803,1.47213
0.0999,1.82926,2.25679,1.69335,1.55712,1.47124
0.1,1.82791,2.25588,1.69218,1.55621,1.47035
0.1001,1.82656,2.25497,1.691,1.55531,1.46945
0.1002,1.82521,2.25406,1.68983,1.55441,1.46853
0.1003,1.82386,2.25315,1.68865,1.55352,1.4676
0.1004,1.82251,2.25225,1.68748,1.55263,1.46665
0.1005,1.82117,2.25134,1.68632,1.55175,1.4657
0.1006,1.81983,2.25044,1.68515,1.55087,1.46474
0.1007,1.81848,2.24953,1.68399,1.54999,1.46377
0.1008,1.81714,2.24863,1.68282,1.54912,1.46279
0.1009,1.81581,2.24773,1.68166,1.54825,1.4618
0.101,1.81447,2.24683,1.6805,1.54739,1.46081
0.1011,1.81314,2.24593,1.67934,1.54653,1.45982
0.1012,1.81181,2.24503,1.67819,1.54568,1.45882
0.1013,1.81048,2.24414,1.67703,1.54482,1.45783
0.1014,1.80915,2.24324,1.67588,1.54398,1.45683
0.1015,1.80783,2.24235,1.67472,1.54313,1.45583
0.1016,1.80651,2.24146,1.67357,1.54229,1.45484
0.1017,1.80519,2.24057,1.67242,1.54145,1.45384
0.1018,1.80387,2.23968,1.67127,1.54062,1.45285
0.1019,1.80255,2.23879,1.67013,1.53978,1.45186
0.102,1.80124,2.2379,1.66898,1.53896,1.45087
0.1021,1.79993,2.23702,1.66783,1.53813,1.44989
0.1022,1.79863,2.23614,1.66669,1.53731,1.4489
0.1023,1.79732,2.23525,1.66555,1.53649,1.44792
0.1024,1.79602,2.23437,1.6644,1.53567,1.44694
0.1025,1.79473,2.2335,1.66326,1.53486,1.44596
0.1026,1.79343,2.23262,1.66212,1.53404,1.44498
0.1027,1.79214,2.23174,1.66098,1.53323,1.44401
0.1028,1.79085,2.23087,1.65984,1.53242,1.44303
0.1029,1.78956,2.23,1.65871,1.53161,1.44206
0.103,1.78828,2.22913,1.65757,1.53081,1.44109
0.1031,1.787,2.22826,1.65643,1.53,1.44013
0.1032,1.78572,2.22739,1.6553,1.52919,1.43916
0.1033,1.78445,2.22653,1.65416,1.52837,1.4382
0.1034,1.78318,2.22566,1.65303,1.52756,1.43724
0.1035,1.78191,2.2248,1.6519,1.52675,1.43628
0.1036,1.78064,2.22394,1.65077,1.52593,1.43533
0.1037,1.77938,2.22309,1.64963,1.5251,1.43437
0.1038,1.77812,2.22223,1.6485,1.52428,1.43342
0.1039,1.77687,2.22138,1.64737,1.52345,1.43247
0.104,1.77561,2.22052,1.64624,1.52261,1.43153
0.1041,1.77436,2.21967,1.64511,1.52176,1.43059
0.1042,1.77312,2.21882,1.64399,1.52091,1.42965
0.1043,1.77187,2.21798,1.64286,1.52006,1.42871
0.1044,1.77063,2.21713,1.64173,1.51919,1.42778
0.1045,1.7694,2.21629,1.64061,1.51832,1.42685
0.1046,1.76816,2.21545,1.63948,1.51744,1.42593
0.1047,1.76693,2.21461,1.63836,1.51655,1.42501
0.1048,1.76571,2.21377,1.63723,1.51565,1.42409
0.1049,1.76448,2.21294,1.63611,1.51474,1.42318
0.105,1.76326,2.21211,1.63499,1.51382,1.42227
0.1051,1.76204,2.21127,1.63387,1.5129,1.42136
0.1052,1.76083,2.21045,1.63275,1.51196,1.42046
0.1053,1.75962,2.20962,1.63163,1.51102,1.41957
0.1054,1.75841,2.20879,1.63051,1.51007,1.41868
0.1055,1.75721,2.20797,1.6294,1.50911,1.41779
0.1056,1.756,2.20715,1.62828,1.50814,1.41692
0.1057,1.75481,2.20633,1.62716,1.50716,1.41604
0.1058,1.75361,2.20551,1.62605,1.50617,1.41517
0.1059,1.75242,2.20469,1.62494,1.50517,1.41431
0.106,1.75123,2.20388,1.62382,1.50417,1.41346
0.1061,1.75005,2.20307,1.62271,1.50316,1.41261
0.1062,1.74887,2.20226,1.6216,1.50215,1.41176
0.1063,1.74769,2.20145,1.62049,1.50113,1.41093
0.1064,1.74651,2.20064,1.61939,1.50011,1.4101
0.1065,1.74534,2.19984,1.61828,1.49908,1.40928
0.1066,1.74417,2.19904,1.61717,1.49804,1.40846
0.1067,1.74301,2.19824,1.61607,1.49701,1.40766
0.1068,1.74184,2.19744,1.61497,1.49597,1.40686
0.1069,1.74068,2.19664,1.61386,1.49493,1.40607
0.107,1.73953,2.19584,1.61276,1.49388,1.40529
0.1071,1.73837,2.19505,1.61166,1.49284,1.40452
0.1072,1.73722,2.19426,1.61056,1.49179,1.40375
0.1073,1.73608,2.19347,1.60947,1.49074,1.403
0.1074,1.73493,2.19268,1.60837,1.48969,1.40225
0.1075,1.73379,2.19189,1.60728,1.48864,1.40151
0.1076,1.73266,2.1911,1.60618,1.48759,1.40078
0.1077,1.73152,2.19032,1.60509,1.48653,1.40005
0.1078,1.73039,2.18954,1.604,1.48548,1.39932
0.1079,1.72926,2.18876,1.60291,1.48443,1.3986
0.108,1.72814,2.18798,1.60182,1.48338,1.39787
0.1081,1.72702,2.1872,1.60073,1.48233,1.39714
0.1082,1.7259,2.18642,1.59965,1.48128,1.39642
0.1083,1.72478,2.18565,1.59856,1.48023,1.39568
0.1084,1.72367,2.18487,1.59748,1.47918,1.39495
0.1085,1.72256,2.1841,1.5964,1.47814,1.3942
0.1086,1.72145,2.18333,1.59532,1.47709,1.39345
0.1087,1.72035,2.18256,1.59424,1.47606,1.3927
0.1088,1.71925,2.18179,1.59317,1.47502,1.39193
0.1089,1.71815,2.18103,1.59209,1.47399,1.39115
0.109,1.71705,2.18026,1.59102,1.47296,1.39036
0.1091,1.71596,2.1795,1.58994,1.47193,1.38957
0.1092,1.71487,2.17873,1.58887,1.47091,1.38875
0.1093,1.71379,2.17797,1.5878,1.4699,1.38793
0.1094,1.7127,2.17721,1.58674,1.46889,1.38709
0.1095,1.71162,2.17645,1.58567,1.46789,1.38624
0.1096,1.71054,2.17569,1.58461,1.46689,1.38537
